SchoolName,CONTENT_AREA,CATEGORY,TYPE,GRADE_SUBJECT,YEAR,ACCOUNTABLE,PARTICIPANT,REPORTABLE,LEVEL_NOT_DETERMINED,LEVEL_NOT_DETERMINED_PCT,BELOW_BASIC,BELOW_BASIC_PCT,BASIC,BASIC_PCT,PROFICIENT,PROFICIENT_PCT,ADVANCED,ADVANCED_PCT,MAP_INDEX,MEAN_SCALE_SCORE,MEDIAN_TERRANOVA
COLE ELEM.  (4400),Mathematics,Total,Total,Fourth Grade,2007,28,,28,*,*,10,35.7,15,53.6,*,10.7,*,*,,609.5,30.0
COLE ELEM.  (4400),Mathematics,Total,Total,Fourth Grade,2006,45,,45,*,*,11,24.4,30,66.7,*,8.9,*,*,,609.7,23.0
COLE ELEM.  (4400),Mathematics,Total,Total,Fifth Grade,2010,23,,23,*,*,12,52.2,10,43.5,*,*,*,*,,605.2,14.0
COLE ELEM.  (4400),Mathematics,Total,Total,Fifth Grade,2009,27,,27,*,*,10,37.0,14,51.9,*,11.1,*,*,,617.6,22.0
COLE ELEM.  (4400),Mathematics,Total,Total,Fifth Grade,2008,27,,27,*,*,11,40.7,15,55.6,*,*,*,*,,604.0,19.0
COLE ELEM.  (4400),Mathematics,Total,Total,Fifth Grade,2007,34,,34,*,*,17,50.0,14,41.2,*,8.8,*,*,,614.4,17.5
COLE ELEM.  (4400),Mathematics,Total,Total,Fifth Grade,2006,33,,33,*,*,*,21.2,24,72.7,*,6.1,*,*,,622.7,28.0
COLE ELEM.  (4400),Mathematics,Total,Total,Sixth Grade,2010,19,,19,*,*,*,36.8,10,52.6,*,10.5,*,*,,633.7,21.0
COLE ELEM.  (4400),Mathematics,Total,Total,Sixth Grade,2009,16,,16,*,*,*,25.0,*,56.3,*,12.5,*,6.3,,644.7,30.0
COLE ELEM.  (4400),Mathematics,Total,Total,Sixth Grade,2008,22,,22,*,*,*,18.2,14,63.6,*,18.2,*,*,,644.3,35.0
COLE ELEM.  (4400),Mathematics,Total,Total,Sixth Grade,2007,25,,25,*,*,*,24.0,17,68.0,*,8.0,*,*,,644.6,19.0
COLE ELEM.  (4400),Mathematics,Total,Total,Sixth Grade,2006,28,,28,*,*,12,42.9,15,53.6,*,*,*,*,,629.7,19.5
COLE ELEM.  (4400),Mathematics,Total,Total,Seventh Grade,2007,20,,20,*,*,*,40.0,12,60.0,*,*,*,*,,639.6,27.5
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Eng. Language Arts,Total,Total,Third Grade,2010,25,,25,*,*,15,60.0,10,40.0,*,*,*,*,,574.8,13.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Eng. Language Arts,Total,Total,Third Grade,2009,20,,20,*,*,*,35.0,12,60.0,*,5.0,*,*,,599.5,22.5
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Eng. Language Arts,Total,Total,Third Grade,2008,28,,28,*,*,*,25.0,19,67.9,*,7.1,*,*,,607.0,17.5
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Eng. Language Arts,Total,Total,Third Grade,2007,42,,42,*,*,*,19.0,23,54.8,11,26.2,*,*,,620.7,42.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Eng. Language Arts,Total,Total,Third Grade,2006,35,,35,*,*,*,*,25,71.4,10,28.6,*,*,,629.5,39.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Eng. Language Arts,Total,Total,Fourth Grade,2010,21,,21,*,*,*,42.9,*,42.9,*,14.3,*,*,,620.6,30.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Eng. Language Arts,Total,Total,Fourth Grade,2009,22,,22,*,*,10,45.5,*,36.4,*,9.1,*,9.1,,619.1,21.5
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Eng. Language Arts,Total,Total,Fourth Grade,2008,31,,31,*,*,10,32.3,17,54.8,*,12.9,*,*,,627.4,34.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Eng. Language Arts,Total,Total,Fourth Grade,2007,37,,37,*,*,13,35.1,18,48.6,*,13.5,*,*,,628.2,36.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Eng. Language Arts,Total,Total,Fourth Grade,2006,43,,43,*,*,11,25.6,29,67.4,*,7.0,*,*,,624.3,33.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Eng. Language Arts,Total,Total,Fifth Grade,2010,28,,28,*,*,15,53.6,*,32.1,*,14.3,*,*,,622.7,9.5
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Eng. Language Arts,Total,Total,Fifth Grade,2009,26,,26,*,*,15,57.7,10,38.5,*,*,*,*,,605.6,15.5
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Eng. Language Arts,Total,Total,Fifth Grade,2008,25,,25,*,*,12,48.0,10,40.0,*,12.0,*,*,,621.0,15.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Eng. Language Arts,Total,Total,Fifth Grade,2007,39,,39,*,*,*,12.8,33,84.6,*,*,*,*,,643.5,36.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Eng. Language Arts,Total,Total,Fifth Grade,2006,36,,36,*,*,*,19.4,25,69.4,*,8.3,*,*,,644.1,33.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Eng. Language Arts,Total,Total,Sixth Grade,2010,20,,20,*,*,*,45.0,10,50.0,*,5.0,*,*,,630.4,17.5
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Eng. Language Arts,Total,Total,Sixth Grade,2009,22,,22,*,*,16,72.7,*,18.2,*,9.1,*,*,,615.0,14.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Eng. Language Arts,Total,Total,Sixth Grade,2008,34,,34,*,*,16,47.1,17,50.0,*,*,*,*,,634.9,28.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Eng. Language Arts,Total,Total,Sixth Grade,2007,28,,28,*,*,*,32.1,17,60.7,*,7.1,*,*,,630.5,31.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Eng. Language Arts,Total,Total,Sixth Grade,2006,44,,43,*,*,22,51.2,20,46.5,*,*,*,*,,624.6,23.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Eng. Language Arts,Total,Total,Seventh Grade,2007,39,,39,*,*,14,35.9,22,56.4,*,7.7,*,*,,630.5,21.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Mathematics,Total,Total,Third Grade,2010,25,,25,*,*,15,60.0,10,40.0,*,*,*,*,,559.8,7.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Mathematics,Total,Total,Third Grade,2009,20,,20,*,*,11,55.0,*,45.0,*,*,*,*,,569.2,16.5
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Mathematics,Total,Total,Third Grade,2008,28,,28,*,*,*,25.0,21,75.0,*,*,*,*,,582.5,24.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Mathematics,Total,Total,Third Grade,2007,42,,42,*,*,*,11.9,26,61.9,11,26.2,*,*,,601.8,36.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Mathematics,Total,Total,Third Grade,2006,35,,35,*,*,*,11.4,26,74.3,*,14.3,*,*,,592.9,25.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Mathematics,Total,Total,Fourth Grade,2010,21,,21,*,*,*,38.1,12,57.1,*,*,*,*,,606.2,24.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Mathematics,Total,Total,Fourth Grade,2009,22,,22,*,*,*,40.9,13,59.1,*,*,*,*,,595.9,18.5
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Mathematics,Total,Total,Fourth Grade,2008,31,,31,*,*,*,29.0,18,58.1,*,12.9,*,*,,606.8,29.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Mathematics,Total,Total,Fourth Grade,2007,37,,37,*,*,*,21.6,23,62.2,*,16.2,*,*,,617.6,42.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Mathematics,Total,Total,Fourth Grade,2006,43,,43,*,*,*,*,18,41.9,22,51.2,*,*,,650.5,74.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Mathematics,Total,Total,Fifth Grade,2010,28,,28,*,*,16,57.1,12,42.9,*,*,*,*,,595.2,17.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Mathematics,Total,Total,Fifth Grade,2009,26,,26,*,*,16,61.5,*,34.6,*,*,*,*,,591.8,16.5
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Mathematics,Total,Total,Fifth Grade,2008,25,,25,*,*,15,60.0,10,40.0,*,*,*,*,,585.4,13.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Mathematics,Total,Total,Fifth Grade,2007,39,,39,*,*,*,20.5,29,74.4,*,5.1,*,*,,634.7,38.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Mathematics,Total,Total,Fifth Grade,2006,36,,36,*,*,14,38.9,21,58.3,*,*,*,*,,616.3,21.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Mathematics,Total,Total,Sixth Grade,2010,20,,20,*,*,11,55.0,*,40.0,*,5.0,*,*,,618.4,11.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Mathematics,Total,Total,Sixth Grade,2009,22,,22,*,*,15,68.2,*,31.8,*,*,*,*,,604.8,8.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Mathematics,Total,Total,Sixth Grade,2008,34,,34,*,*,16,47.1,15,44.1,*,8.8,*,*,,627.7,22.5
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Mathematics,Total,Total,Sixth Grade,2007,28,,28,*,*,*,32.1,16,57.1,*,10.7,*,*,,637.2,29.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Mathematics,Total,Total,Sixth Grade,2006,44,,43,*,*,30,69.8,13,30.2,*,*,*,*,,602.5,14.0
COLUMBIA ELEM. COMM. ED. CTR.  (4420),Mathematics,Total,Total,Seventh Grade,2007,39,,39,*,*,17,43.6,21,53.8,*,*,*,*,,631.4,22.0
COMMUNITY ACCESS JOB TRAINING  (1222),Eng. Language Arts,Total,Total,Eleventh Grade,2010,22,,22,*,*,*,*,*,9.1,*,18.2,15,68.2,,0.0,--
COMMUNITY ACCESS JOB TRAINING  (1222),Eng. Language Arts,Total,Total,Eleventh Grade,2009,*,,*,*,*,*,*,*,20.0,*,*,*,80.0,,0.0,--
COMMUNITY ACCESS JOB TRAINING  (1222),Eng. Language Arts,Total,Total,Eleventh Grade,2008,*,,*,*,*,*,25.0,*,75.0,*,*,*,*,,0.0,--
COMMUNITY ACCESS JOB TRAINING  (1222),Eng. Language Arts,Total,Total,Eleventh Grade,2007,26,,24,*,7.7,11,45.8,*,33.3,*,*,*,20.8,,582.0,3.0
COMMUNITY ACCESS JOB TRAINING  (1222),Eng. Language Arts,Total,Total,Eleventh Grade,2006,33,,29,*,12.1,24,82.8,*,6.9,*,10.3,*,*,,574.4,3.5
COMMUNITY ACCESS JOB TRAINING  (1222),Mathematics,Total,Total,Tenth Grade,2010,24,,24,*,*,*,*,*,*,*,20.8,18,75.0,,0.0,--
COMMUNITY ACCESS JOB TRAINING  (1222),Mathematics,Total,Total,Tenth Grade,2009,*,,*,*,*,*,*,*,*,*,*,*,*,,0.0,--
COMMUNITY ACCESS JOB TRAINING  (1222),Mathematics,Total,Total,Tenth Grade,2008,39,,38,*,*,*,*,*,*,*,*,37,*,,0.0,--
COMMUNITY ACCESS JOB TRAINING  (1222),Mathematics,Total,Total,Tenth Grade,2007,32,,31,*,*,12,38.7,*,*,*,*,19,61.3,,586.6,1.5
COMMUNITY ACCESS JOB TRAINING  (1222),Mathematics,Total,Total,Tenth Grade,2006,18,,17,*,5.6,10,58.8,*,41.2,*,*,*,*,,581.3,2.5
COMPTON-DREW ILC MIDDLE  (3390),Eng. Language Arts,Total,Total,Sixth Grade,2010,126,,126,*,*,25,19.8,60,47.6,35,27.8,*,*,,659.0,46.0
COMPTON-DREW ILC MIDDLE  (3390),Eng. Language Arts,Total,Total,Sixth Grade,2009,130,,125,*,*,25,20.0,65,52.0,32,25.6,*,*,,654.5,43.0
COMPTON-DREW ILC MIDDLE  (3390),Eng. Language Arts,Total,Total,Sixth Grade,2008,138,,138,*,*,36,26.1,70,50.7,28,20.3,*,*,,646.7,43.0
COMPTON-DREW ILC MIDDLE  (3390),Eng. Language Arts,Total,Total,Sixth Grade,2007,114,,114,*,*,23,20.2,63,55.3,22,19.3,*,5.3,,654.4,43.0
COMPTON-DREW ILC MIDDLE  (3390),Eng. Language Arts,Total,Total,Sixth Grade,2006,144,,144,*,*,34,23.6,67,46.5,38,26.4,*,*,,654.4,44.5
COMPTON-DREW ILC MIDDLE  (3390),Eng. Language Arts,Total,Total,Seventh Grade,2010,158,,158,*,*,27,17.1,72,45.6,55,34.8,*,*,,663.3,51.0
COMPTON-DREW ILC MIDDLE  (3390),Eng. Language Arts,Total,Total,Seventh Grade,2009,131,,130,*,*,16,12.3,69,53.1,40,30.8,*,*,,666.6,55.0
COMPTON-DREW ILC MIDDLE  (3390),Eng. Language Arts,Total,Total,Seventh Grade,2008,138,,138,*,*,25,18.1,76,55.1,31,22.5,*,*,,659.6,49.0
COMPTON-DREW ILC MIDDLE  (3390),Eng. Language Arts,Total,Total,Seventh Grade,2007,151,,147,*,*,22,15.0,78,53.1,42,28.6,*,*,,659.5,43.0
COMPTON-DREW ILC MIDDLE  (3390),Eng. Language Arts,Total,Total,Seventh Grade,2006,156,,154,*,*,37,24.0,74,48.1,36,23.4,*,*,,655.5,40.5
COMPTON-DREW ILC MIDDLE  (3390),Eng. Language Arts,Total,Total,Eighth Grade,2010,130,,130,*,*,*,5.4,59,45.4,48,36.9,16,12.3,,687.5,59.0
COMPTON-DREW ILC MIDDLE  (3390),Eng. Language Arts,Total,Total,Eighth Grade,2009,145,,145,*,*,15,10.3,79,54.5,39,26.9,12,8.3,,678.7,52.5
COMPTON-DREW ILC MIDDLE  (3390),Eng. Language Arts,Total,Total,Eighth Grade,2008,150,,150,*,*,12,8.0,95,63.3,34,22.7,*,6.0,,678.0,47.0
COMPTON-DREW ILC MIDDLE  (3390),Eng. Language Arts,Total,Total,Eighth Grade,2007,182,,180,*,*,42,23.3,108,60.0,23,12.8,*,*,,662.8,43.0
COMPTON-DREW ILC MIDDLE  (3390),Eng. Language Arts,Total,Total,Eighth Grade,2006,156,,156,*,*,20,12.8,95,60.9,33,21.2,*,5.1,,674.0,48.0
COMPTON-DREW ILC MIDDLE  (3390),Mathematics,Total,Total,Sixth Grade,2010,127,,127,*,*,29,22.8,70,55.1,23,18.1,*,*,,655.0,31.5
COMPTON-DREW ILC MIDDLE  (3390),Mathematics,Total,Total,Sixth Grade,2009,130,,130,*,*,32,24.6,60,46.2,36,27.7,*,*,,655.9,39.0
COMPTON-DREW ILC MIDDLE  (3390),Mathematics,Total,Total,Sixth Grade,2008,138,,138,*,*,39,28.3,72,52.2,21,15.2,*,*,,651.3,39.0
COMPTON-DREW ILC MIDDLE  (3390),Mathematics,Total,Total,Sixth Grade,2007,114,,114,*,*,16,14.0,67,58.8,27,23.7,*,*,,661.5,38.0
COMPTON-DREW ILC MIDDLE  (3390),Mathematics,Total,Total,Sixth Grade,2006,144,,144,*,*,28,19.4,82,56.9,27,18.8,*,*,,652.8,46.0
COMPTON-DREW ILC MIDDLE  (3390),Mathematics,Total,Total,Seventh Grade,2010,158,,158,*,*,24,15.2,73,46.2,45,28.5,16,10.1,,673.0,42.0
COMPTON-DREW ILC MIDDLE  (3390),Mathematics,Total,Total,Seventh Grade,2009,131,,131,*,*,23,17.6,71,54.2,32,24.4,*,*,,666.6,45.5
COMPTON-DREW ILC MIDDLE  (3390),Mathematics,Total,Total,Seventh Grade,2008,138,,138,*,*,32,23.2,73,52.9,28,20.3,*,*,,662.4,41.0
COMPTON-DREW ILC MIDDLE  (3390),Mathematics,Total,Total,Seventh Grade,2007,151,,150,*,*,37,24.7,60,40.0,48,32.0,*,*,,662.0,45.5
COMPTON-DREW ILC MIDDLE  (3390),Mathematics,Total,Total,Seventh Grade,2006,156,,156,*,*,36,23.1,76,48.7,40,25.6,*,*,,660.5,46.0
COMPTON-DREW ILC MIDDLE  (3390),Mathematics,Total,Total,Eighth Grade,2010,131,,131,*,*,17,13.0,53,40.5,49,37.4,12,9.2,,700.4,58.0
COMPTON-DREW ILC MIDDLE  (3390),Mathematics,Total,Total,Eighth Grade,2009,145,,145,*,*,37,25.5,61,42.1,36,24.8,11,7.6,,690.3,53.0
COMPTON-DREW ILC MIDDLE  (3390),Mathematics,Total,Total,Eighth Grade,2008,150,,150,*,*,38,25.3,73,48.7,36,24.0,*,*,,687.4,49.5
COMPTON-DREW ILC MIDDLE  (3390),Mathematics,Total,Total,Eighth Grade,2007,182,,181,*,*,75,41.4,80,44.2,22,12.2,*,*,,673.1,46.0
COMPTON-DREW ILC MIDDLE  (3390),Mathematics,Total,Total,Eighth Grade,2006,156,,156,*,*,51,32.7,71,45.5,24,15.4,10,6.4,,682.8,48.0
CONFLUENCE ACADEMIES  (6930),Eng. Language Arts,Total,Total,Third Grade,2007,238,,227,11,*,68,30.0,129,56.8,22,9.7,*,*,,609.7,29.0
CONFLUENCE ACADEMIES  (6930),Eng. Language Arts,Total,Total,Third Grade,2006,154,,151,*,*,45,29.8,88,58.3,15,9.9,*,*,,609.8,25.0
CONFLUENCE ACADEMIES  (6930),Eng. Language Arts,Total,Total,Fourth Grade,2007,132,,129,*,*,29,22.5,80,62.0,16,12.4,*,*,,628.9,37.0
CONFLUENCE ACADEMIES  (6930),Eng. Language Arts,Total,Total,Fourth Grade,2006,135,,134,*,*,37,27.6,72,53.7,21,15.7,*,*,,632.0,41.0
CONFLUENCE ACADEMIES  (6930),Eng. Language Arts,Total,Total,Fifth Grade,2007,107,,105,*,*,13,12.4,66,62.9,21,20.0,*,*,,654.8,43.0
CONFLUENCE ACADEMIES  (6930),Eng. Language Arts,Total,Total,Fifth Grade,2006,119,,117,*,*,19,16.2,79,67.5,15,12.8,*,*,,649.6,42.0
CONFLUENCE ACADEMIES  (6930),Eng. Language Arts,Total,Total,Sixth Grade,2007,118,,117,*,*,27,23.1,67,57.3,22,18.8,*,*,,650.6,40.0
CONFLUENCE ACADEMIES  (6930),Eng. Language Arts,Total,Total,Sixth Grade,2006,85,,82,*,*,20,24.4,52,63.4,10,12.2,*,*,,645.8,38.0
CONFLUENCE ACADEMIES  (6930),Eng. Language Arts,Total,Total,Seventh Grade,2007,74,,73,*,*,14,19.2,44,60.3,15,20.5,*,*,,656.1,42.0
CONFLUENCE ACADEMIES  (6930),Mathematics,Total,Total,Third Grade,2007,238,,236,*,*,51,21.6,135,57.2,38,16.1,12,5.1,,600.9,34.5
CONFLUENCE ACADEMIES  (6930),Mathematics,Total,Total,Third Grade,2006,154,,152,*,*,23,15.1,106,69.7,19,12.5,*,*,,597.8,34.5
CONFLUENCE ACADEMIES  (6930),Mathematics,Total,Total,Fourth Grade,2007,132,,130,*,*,27,20.8,87,66.9,14,10.8,*,*,,619.1,35.5
CONFLUENCE ACADEMIES  (6930),Mathematics,Total,Total,Fourth Grade,2006,135,,135,*,*,26,19.3,86,63.7,20,14.8,*,*,,620.1,35.0
CONFLUENCE ACADEMIES  (6930),Mathematics,Total,Total,Fifth Grade,2007,107,,107,*,*,17,15.9,64,59.8,22,20.6,*,*,,642.2,38.0
CONFLUENCE ACADEMIES  (6930),Mathematics,Total,Total,Fifth Grade,2006,119,,119,*,*,17,14.3,75,63.0,24,20.2,*,*,,642.5,41.0
CONFLUENCE ACADEMIES  (6930),Mathematics,Total,Total,Sixth Grade,2007,118,,117,*,*,14,12.0,60,51.3,43,36.8,*,*,,666.5,49.0
CONFLUENCE ACADEMIES  (6930),Mathematics,Total,Total,Sixth Grade,2006,85,,83,*,*,19,22.9,48,57.8,16,19.3,*,*,,649.4,38.0
CONFLUENCE ACADEMIES  (6930),Mathematics,Total,Total,Seventh Grade,2007,74,,73,*,*,19,26.0,28,38.4,24,32.9,*,*,,663.0,42.0
CONSTRUCTION CAREERS CTR.  (1910),Eng. Language Arts,Total,Total,Eleventh Grade,2007,64,,63,*,*,*,11.1,47,74.6,*,14.3,*,*,,700.0,47.0
CONSTRUCTION CAREERS CTR.  (1910),Eng. Language Arts,Total,Total,Eleventh Grade,2006,46,,45,*,*,*,13.3,35,77.8,*,8.9,*,*,,694.6,44.0
CONSTRUCTION CAREERS CTR.  (1910),Mathematics,Total,Total,Tenth Grade,2007,78,,78,*,*,49,62.8,26,33.3,*,*,*,*,,681.5,31.0
CONSTRUCTION CAREERS CTR.  (1910),Mathematics,Total,Total,Tenth Grade,2006,76,,73,*,*,44,60.3,23,31.5,*,8.2,*,*,,680.0,35.0
COTE BRILLIANTE ELEM.  (4440),Eng. Language Arts,Total,Total,Third Grade,2010,28,,28,*,*,*,7.1,15,53.6,*,14.3,*,25.0,,641.4,65.0
COTE BRILLIANTE ELEM.  (4440),Eng. Language Arts,Total,Total,Third Grade,2009,22,,22,*,*,*,*,14,63.6,*,27.3,*,9.1,,634.8,48.0
COTE BRILLIANTE ELEM.  (4440),Eng. Language Arts,Total,Total,Third Grade,2008,41,,41,*,*,15,36.6,24,58.5,*,*,*,*,,596.4,21.0
COTE BRILLIANTE ELEM.  (4440),Eng. Language Arts,Total,Total,Third Grade,2007,49,,48,*,*,13,27.1,32,66.7,*,6.3,*,*,,602.6,28.0
COTE BRILLIANTE ELEM.  (4440),Eng. Language Arts,Total,Total,Third Grade,2006,72,,71,*,*,21,29.6,47,66.2,*,*,*,*,,605.5,26.0
COTE BRILLIANTE ELEM.  (4440),Eng. Language Arts,Total,Total,Fourth Grade,2010,28,,28,*,*,*,25.0,*,28.6,*,28.6,*,17.9,,648.1,48.5
COTE BRILLIANTE ELEM.  (4440),Eng. Language Arts,Total,Total,Fourth Grade,2009,32,,32,*,*,*,15.6,16,50.0,*,28.1,*,6.3,,646.3,48.0
COTE BRILLIANTE ELEM.  (4440),Eng. Language Arts,Total,Total,Fourth Grade,2008,39,,39,*,*,*,17.9,20,51.3,*,20.5,*,10.3,,639.3,42.0
COTE BRILLIANTE ELEM.  (4440),Eng. Language Arts,Total,Total,Fourth Grade,2007,57,,56,*,*,18,32.1,25,44.6,11,19.6,*,*,,629.6,38.0
COTE BRILLIANTE ELEM.  (4440),Eng. Language Arts,Total,Total,Fourth Grade,2006,50,,50,*,*,14,28.0,26,52.0,*,16.0,*,*,,630.9,30.5
COTE BRILLIANTE ELEM.  (4440),Eng. Language Arts,Total,Total,Fifth Grade,2010,27,,27,*,*,10,37.0,12,44.4,*,11.1,*,7.4,,647.3,26.0
COTE BRILLIANTE ELEM.  (4440),Eng. Language Arts,Total,Total,Fifth Grade,2009,30,,30,*,*,*,20.0,16,53.3,*,20.0,*,6.7,,652.7,49.0
COTE BRILLIANTE ELEM.  (4440),Eng. Language Arts,Total,Total,Fifth Grade,2008,39,,39,*,*,*,20.5,24,61.5,*,10.3,*,7.7,,648.5,38.0
COTE BRILLIANTE ELEM.  (4440),Eng. Language Arts,Total,Total,Fifth Grade,2007,43,,43,*,*,10,23.3,27,62.8,*,11.6,*,*,,644.3,36.0
COTE BRILLIANTE ELEM.  (4440),Eng. Language Arts,Total,Total,Fifth Grade,2006,46,,45,*,*,11,24.4,34,75.6,*,*,*,*,,629.5,33.0
COTE BRILLIANTE ELEM.  (4440),Eng. Language Arts,Total,Total,Sixth Grade,2010,27,,27,*,*,*,14.8,13,48.1,*,22.2,*,14.8,,667.6,46.0
COTE BRILLIANTE ELEM.  (4440),Eng. Language Arts,Total,Total,Sixth Grade,2009,21,,21,*,*,*,23.8,*,33.3,*,33.3,*,9.5,,654.6,34.0
COTE BRILLIANTE ELEM.  (4440),Eng. Language Arts,Total,Total,Sixth Grade,2008,29,,29,*,*,*,13.8,18,62.1,*,24.1,*,*,,655.5,43.0
COTE BRILLIANTE ELEM.  (4440),Eng. Language Arts,Total,Total,Sixth Grade,2007,26,,26,*,*,*,26.9,18,69.2,*,*,*,*,,644.0,38.0
COTE BRILLIANTE ELEM.  (4440),Mathematics,Total,Total,Third Grade,2010,28,,28,*,*,*,10.7,12,42.9,*,32.1,*,14.3,,626.8,67.5
COTE BRILLIANTE ELEM.  (4440),Mathematics,Total,Total,Third Grade,2009,22,,22,*,*,*,9.1,17,77.3,*,13.6,*,*,,594.0,36.0
COTE BRILLIANTE ELEM.  (4440),Mathematics,Total,Total,Third Grade,2008,42,,42,*,*,12,28.6,30,71.4,*,*,*,*,,575.8,27.0
COTE BRILLIANTE ELEM.  (4440),Mathematics,Total,Total,Third Grade,2007,49,,49,*,*,14,28.6,33,67.3,*,*,*,*,,581.9,25.0
COTE BRILLIANTE ELEM.  (4440),Mathematics,Total,Total,Third Grade,2006,72,,71,*,*,23,32.4,41,57.7,*,9.9,*,*,,587.0,30.0
COTE BRILLIANTE ELEM.  (4440),Mathematics,Total,Total,Fourth Grade,2010,28,,28,*,*,*,17.9,10,35.7,11,39.3,*,7.1,,635.6,55.5
COTE BRILLIANTE ELEM.  (4440),Mathematics,Total,Total,Fourth Grade,2009,32,,32,*,*,11,34.4,13,40.6,*,25.0,*,*,,615.3,36.5
COTE BRILLIANTE ELEM.  (4440),Mathematics,Total,Total,Fourth Grade,2008,40,,40,*,*,11,27.5,20,50.0,*,20.0,*,*,,618.8,25.5
COTE BRILLIANTE ELEM.  (4440),Mathematics,Total,Total,Fourth Grade,2007,56,,55,*,*,16,29.1,33,60.0,*,10.9,*,*,,610.5,31.0
COTE BRILLIANTE ELEM.  (4440),Mathematics,Total,Total,Fourth Grade,2006,50,,50,*,*,11,22.0,29,58.0,*,16.0,*,*,,622.8,41.5
COTE BRILLIANTE ELEM.  (4440),Mathematics,Total,Total,Fifth Grade,2010,27,,27,*,*,*,14.8,16,59.3,*,11.1,*,14.8,,648.1,40.0
COTE BRILLIANTE ELEM.  (4440),Mathematics,Total,Total,Fifth Grade,2009,30,,30,*,*,*,26.7,12,40.0,*,30.0,*,*,,636.1,36.0
COTE BRILLIANTE ELEM.  (4440),Mathematics,Total,Total,Fifth Grade,2008,39,,39,*,*,16,41.0,14,35.9,*,15.4,*,7.7,,617.0,28.0
COTE BRILLIANTE ELEM.  (4440),Mathematics,Total,Total,Fifth Grade,2007,43,,43,*,*,10,23.3,28,65.1,*,7.0,*,*,,627.7,26.0
COTE BRILLIANTE ELEM.  (4440),Mathematics,Total,Total,Fifth Grade,2006,46,,45,*,*,11,24.4,30,66.7,*,8.9,*,*,,630.2,36.0
COTE BRILLIANTE ELEM.  (4440),Mathematics,Total,Total,Sixth Grade,2010,27,,27,*,*,*,18.5,11,40.7,*,29.6,*,11.1,,668.9,43.0
COTE BRILLIANTE ELEM.  (4440),Mathematics,Total,Total,Sixth Grade,2009,21,,21,*,*,*,23.8,10,47.6,*,23.8,*,*,,650.4,22.0
COTE BRILLIANTE ELEM.  (4440),Mathematics,Total,Total,Sixth Grade,2008,28,,28,*,*,*,14.3,16,57.1,*,28.6,*,*,,657.9,49.0
COTE BRILLIANTE ELEM.  (4440),Mathematics,Total,Total,Sixth Grade,2007,25,,25,*,*,*,16.0,19,76.0,*,8.0,*,*,,648.2,30.0
DEWEY SCH.-INTERNAT'L. STUDIES  (4470),Eng. Language Arts,Total,Total,Third Grade,2010,79,,79,*,*,*,7.6,50,63.3,15,19.0,*,10.1,,634.8,51.0
DEWEY SCH.-INTERNAT'L. STUDIES  (4470),Eng. Language Arts,Total,Total,Third Grade,2009,88,,88,*,*,*,5.7,45,51.1,28,31.8,10,11.4,,641.3,56.0
